0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
500,3.982752799987793,3.9814624786376953,3.963841199874878,3.9870312213897705,3.941305160522461,3.947554349899292,3.9284231662750244,3.9201443195343018,3.965629816055298,3.9899613857269287,3.9342072010040283,3.930147886276245,3.890244483947754,3.8965139389038086,3.8985226154327393,3.926875352859497,3.9304628372192383,3.951988935470581,3.935478448867798,3.9315946102142334,3.89882755279541,3.951695680618286,3.9374828338623047,3.8963139057159424,3.8681819438934326,3.8924973011016846,3.9180705547332764,3.9157865047454834,3.8773326873779297,3.9159374237060547,3.8420867919921875,3.968350648880005,3.8807294368743896,3.9247515201568604,3.8238658905029297,3.849750280380249,3.8138277530670166,3.805030107498169,3.859405755996704,3.8743622303009033,3.8576900959014893,3.932635545730591,3.9228556156158447,3.879979133605957,3.836216926574707,3.924067258834839,3.884187936782837,3.743028402328491,3.9129765033721924,3.9166831970214844,3.990302085876465,4.002540111541748,3.9684159755706787,3.9737510681152344,3.9170045852661133,3.937483787536621,3.9864180088043213,3.98895001411438,3.9539244174957275,3.933199167251587,3.954420804977417,3.9793078899383545,3.9450714588165283,3.934126138687134,3.9185171127319336,3.8798420429229736,3.9016473293304443,3.9580838680267334,3.8946189880371094,3.8920352458953857,3.898366928100586,3.8915176391601562,4.089694499969482,4.042738437652588,3.9704573154449463,3.977355718612671,3.970860242843628,4.008858680725098,4.009040355682373,4.059785842895508,3.9902420043945312,4.025017261505127,3.991703987121582,3.971125364303589,3.9568517208099365,3.9654197692871094,3.987269163131714,3.922471046447754,3.9160335063934326,3.9240620136260986,3.9275834560394287,3.9180068969726562,3.9042065143585205,3.9069108963012695,3.9480392932891846,3.9507882595062256
502,3.7785251140594482,3.8140528202056885,3.7660458087921143,3.7991340160369873,3.795269727706909,3.7782506942749023,3.7763004302978516,3.7503745555877686,3.783212661743164,3.806688070297241,3.800758123397827,3.7831716537475586,3.753645658493042,3.7468528747558594,3.761819839477539,3.741694450378418,3.74015212059021,3.7805845737457275,3.757087469100952,3.755094289779663,3.744906187057495,3.759519338607788,3.7675609588623047,3.7183215618133545,3.689391851425171,3.7288408279418945,3.7466182708740234,3.746023178100586,3.7036304473876953,3.753190279006958,3.665117025375366,3.773292303085327,3.739802360534668,3.744882345199585,3.650151252746582,3.6876726150512695,3.6571340560913086,3.651730537414551,3.7192161083221436,3.7360334396362305,3.6846179962158203,3.7287023067474365,3.7676408290863037,3.711808204650879,3.6921701431274414,3.7749907970428467,3.705125093460083,3.5976924896240234,3.7107582092285156,3.767847776412964,3.8286361694335938,3.8358993530273438,3.807062864303589,3.777703285217285,3.736283540725708,3.7714805603027344,3.801734209060669,3.7774908542633057,3.7554714679718018,3.7893226146698,3.783191680908203,3.7754433155059814,3.7658822536468506,3.7679998874664307,3.7474849224090576,3.699411392211914,3.737567901611328,3.7696335315704346,3.7292280197143555,3.705338716506958,3.7135794162750244,3.726956367492676,3.906439781188965,3.859609842300415,3.803942918777466,3.817258596420288,3.7917163372039795,3.7859714031219482,3.830395460128784,3.8572604656219482,3.8292086124420166,3.8494577407836914,3.791236162185669,3.79093861579895,3.7715671062469482,3.8124616146087646,3.8182828426361084,3.7521259784698486,3.7501380443573,3.7463982105255127,3.738387107849121,3.7581965923309326,3.755750894546509,3.722083806991577,3.7581403255462646,3.7784268856048584
504,3.600959539413452,3.6337099075317383,3.609910726547241,3.623724937438965,3.6250083446502686,3.6067073345184326,3.603182077407837,3.573009729385376,3.603573799133301,3.643930196762085,3.643963098526001,3.617182731628418,3.6033880710601807,3.5819482803344727,3.624399185180664,3.5738556385040283,3.571523904800415,3.5961782932281494,3.5927867889404297,3.5826714038848877,3.577177047729492,3.5688998699188232,3.5841169357299805,3.5403785705566406,3.5323121547698975,3.550788164138794,3.57820200920105,3.57198166847229,3.5285041332244873,3.5831611156463623,3.492004632949829,3.558337450027466,3.580615282058716,3.5719187259674072,3.490145444869995,3.5301520824432373,3.486734628677368,3.5100343227386475,3.556497573852539,3.5929205417633057,3.523503303527832,3.5464773178100586,3.615619659423828,3.526344060897827,3.5378711223602295,3.615755081176758,3.5700771808624268,3.4508540630340576,3.507920503616333,3.5975425243377686,3.647791624069214,3.6499130725860596,3.6476287841796875,3.594468832015991,3.565638542175293,3.605548858642578,3.6123602390289307,3.5867249965667725,3.5946204662323,3.6151349544525146,3.59812068939209,3.5887460708618164,3.5849149227142334,3.594735860824585,3.5840492248535156,3.537592649459839,3.5539004802703857,3.6091301441192627,3.5472259521484375,3.5342044830322266,3.539992570877075,3.5355889797210693,3.719904661178589,3.676053285598755,3.631591796875,3.6122100353240967,3.6340348720550537,3.61505389213562,3.6489412784576416,3.671253204345703,3.664186716079712,3.684006452560425,3.6138226985931396,3.608962297439575,3.592198610305786,3.6300764083862305,3.624767303466797,3.560375213623047,3.5724036693573,3.555708646774292,3.56781268119812,3.585768461227417,3.5916221141815186,3.542843818664551,3.5821876525878906,3.607145309448242
506,3.4370362758636475,3.451301336288452,3.464360237121582,3.4522817134857178,3.442854642868042,3.4409525394439697,3.428150177001953,3.3972742557525635,3.4343690872192383,3.4852840900421143,3.4452106952667236,3.4334030151367188,3.4345295429229736,3.405891180038452,3.4660491943359375,3.408280611038208,3.4299776554107666,3.4070026874542236,3.4229202270507812,3.3965795040130615,3.3882827758789062,3.388512372970581,3.3929443359375,3.3680877685546875,3.3805315494537354,3.3797664642333984,3.415478467941284,3.4107818603515625,3.3661158084869385,3.4293229579925537,3.3499155044555664,3.39144229888916,3.41184139251709,3.420975685119629,3.3448402881622314,3.376967430114746,3.333104372024536,3.369781494140625,3.386120080947876,3.43786358833313,3.378607988357544,3.3933660984039307,3.451517105102539,3.344379186630249,3.3761680126190186,3.434860944747925,3.4452006816864014,3.31352162361145,3.2992756366729736,3.425585985183716,3.4611682891845703,3.472688674926758,3.4956533908843994,3.417949676513672,3.4042980670928955,3.4337778091430664,3.4155893325805664,3.437601327896118,3.446730375289917,3.415553331375122,3.4036667346954346,3.414097547531128,3.40503191947937,3.420208215713501,3.419729232788086,3.3827850818634033,3.358035087585449,3.457153558731079,3.3772165775299072,3.382843017578125,3.3897745609283447,3.351208448410034,3.5423872470855713,3.4906980991363525,3.4528586864471436,3.397721529006958,3.489333152770996,3.4692935943603516,3.4600865840911865,3.4934890270233154,3.4864485263824463,3.529512405395508,3.433645248413086,3.4247381687164307,3.4127819538116455,3.438047409057617,3.4274871349334717,3.3817100524902344,3.3925673961639404,3.3698787689208984,3.4022090435028076,3.413853406906128,3.419809341430664,3.3768866062164307,3.4281301498413086,3.4453446865081787
508,3.2897567749023438,3.283053398132324,3.312392473220825,3.2961342334747314,3.2744901180267334,3.2848432064056396,3.275007486343384,3.2359588146209717,3.268719434738159,3.3092002868652344,3.23547625541687,3.256370782852173,3.263612747192383,3.2375853061676025,3.289252519607544,3.248952865600586,3.291746139526367,3.244121551513672,3.2538821697235107,3.221125602722168,3.213735580444336,3.2282660007476807,3.2245712280273438,3.20330810546875,3.2321903705596924,3.231412172317505,3.261726140975952,3.2566325664520264,3.2120234966278076,3.2978851795196533,3.2228219509124756,3.2569828033447266,3.260633707046509,3.2831764221191406,3.1968250274658203,3.2295491695404053,3.1981589794158936,3.2227251529693604,3.2285642623901367,3.2586166858673096,3.2451040744781494,3.251749038696289,3.274383783340454,3.195749282836914,3.2158114910125732,3.2598373889923096,3.2996513843536377,3.179478883743286,3.1313068866729736,3.2547523975372314,3.2990787029266357,3.317349433898926,3.3455820083618164,3.2594642639160156,3.2512524127960205,3.265610933303833,3.2365074157714844,3.2996349334716797,3.295212745666504,3.23791241645813,3.2278881072998047,3.250073194503784,3.242877960205078,3.2513816356658936,3.2527081966400146,3.2197458744049072,3.188028335571289,3.300347089767456,3.230923891067505,3.2370262145996094,3.2495930194854736,3.201909303665161,3.3686025142669678,3.3144705295562744,3.2826144695281982,3.2294294834136963,3.3364450931549072,3.3240787982940674,3.283021926879883,3.325847864151001,3.3082408905029297,3.3748958110809326,3.2658679485321045,3.2531702518463135,3.2497799396514893,3.268803834915161,3.2550570964813232,3.2271902561187744,3.2345526218414307,3.209627389907837,3.2407970428466797,3.255134344100952,3.2537574768066406,3.2231099605560303,3.2827231884002686,3.2841262817382812
510,3.1481831073760986,3.1204795837402344,3.14921498298645,3.163954973220825,3.1294918060302734,3.128986120223999,3.137716054916382,3.080368757247925,3.118165969848633,3.1311333179473877,3.0745160579681396,3.096266508102417,3.1132736206054688,3.0755786895751953,3.124485969543457,3.0946643352508545,3.1421566009521484,3.1058170795440674,3.0944912433624268,3.0802290439605713,3.0774238109588623,3.072403907775879,3.083170175552368,3.044905662536621,3.088279962539673,3.089998960494995,3.116361379623413,3.1051828861236572,3.0580036640167236,3.1706793308258057,3.0931475162506104,3.1347599029541016,3.128373384475708,3.1368892192840576,3.0522775650024414,3.0913047790527344,3.070237159729004,3.0648162364959717,3.0713586807250977,3.0864431858062744,3.1140310764312744,3.1088333129882812,3.109617233276367,3.0668344497680664,3.058018445968628,3.1142024993896484,3.122579336166382,3.035276412963867,3.009852647781372,3.061552047729492,3.169023275375366,3.176222562789917,3.180901527404785,3.1140012741088867,3.1022212505340576,3.11020827293396,3.0989913940429688,3.1557607650756836,3.1326093673706055,3.0767791271209717,3.0724000930786133,3.095128059387207,3.0847041606903076,3.094945192337036,3.0908238887786865,3.049811601638794,3.047773599624634,3.131983757019043,3.0914270877838135,3.0924322605133057,3.11486554145813,3.0727882385253906,3.195646286010742,3.164714813232422,3.123140335083008,3.0907747745513916,3.1677324771881104,3.1653454303741455,3.120973587036133,3.1727638244628906,3.1498892307281494,3.2036235332489014,3.1182925701141357,3.0895156860351562,3.1075193881988525,3.1150245666503906,3.0959994792938232,3.0828583240509033,3.0928211212158203,3.064582109451294,3.089705228805542,3.101670026779175,3.089198112487793,3.0716447830200195,3.1241979598999023,3.1277358531951904
512,3.0107898712158203,2.9678897857666016,2.9902684688568115,3.0420897006988525,3.0054807662963867,2.9763481616973877,2.9994680881500244,2.934185028076172,2.991819381713867,2.9833898544311523,2.9571685791015625,2.9476349353790283,2.9886856079101562,2.920983076095581,2.9762144088745117,2.950100898742676,2.9887161254882812,2.976816415786743,2.9494717121124268,2.9562206268310547,2.9605324268341064,2.9233176708221436,2.9589359760284424,2.891895055770874,2.9528629779815674,2.953648567199707,2.976308822631836,2.957026481628418,2.912679672241211,3.033220052719116,2.9515082836151123,3.008665084838867,2.998014450073242,2.9710044860839844,2.925004243850708,2.955394744873047,2.936664342880249,2.912080764770508,2.9151923656463623,2.9371821880340576,2.9723777770996094,2.9570353031158447,2.9648330211639404,2.9404296875,2.909231424331665,2.979870557785034,2.953763246536255,2.881093740463257,2.904649019241333,2.897043228149414,3.0406429767608643,3.044754981994629,3.0032260417938232,2.9749252796173096,2.956106185913086,2.964430093765259,2.9824979305267334,3.0074281692504883,2.977726936340332,2.9219729900360107,2.9290640354156494,2.944401979446411,2.943788528442383,2.960273027420044,2.9533464908599854,2.894084930419922,2.9212474822998047,2.979296922683716,2.951331853866577,2.9552695751190186,2.9818623065948486,2.9414379596710205,3.043654203414917,3.0297601222991943,2.9770233631134033,2.957521677017212,3.0013296604156494,3.007173538208008,2.971677541732788,3.0280888080596924,3.004693031311035,3.0259363651275635,2.9819424152374268,2.9396750926971436,2.9756574630737305,2.971475601196289,2.954573631286621,2.941561460494995,2.955470085144043,2.927536725997925,2.959980010986328,2.9605958461761475,2.9221103191375732,2.9218263626098633,2.9632012844085693,2.9738214015960693
514,2.8744523525238037,2.8316256999969482,2.8454952239990234,2.90866756439209,2.891921281814575,2.842000961303711,2.838092565536499,2.810270309448242,2.87345814704895,2.8659961223602295,2.852915048599243,2.8119232654571533,2.867603302001953,2.7871787548065186,2.835120916366577,2.827848434448242,2.848041534423828,2.8497045040130615,2.822103261947632,2.839467763900757,2.848642349243164,2.790630340576172,2.83979868888855,2.761413812637329,2.8234148025512695,2.828237771987915,2.8306338787078857,2.8123855590820312,2.7873477935791016,2.8889474868774414,2.809553861618042,2.87473201751709,2.8639137744903564,2.808126449584961,2.80861496925354,2.819683313369751,2.801370859146118,2.774066209793091,2.7869865894317627,2.8054206371307373,2.822598695755005,2.813460350036621,2.8347785472869873,2.7970879077911377,2.7776718139648438,2.845155715942383,2.820328712463379,2.738680601119995,2.796208620071411,2.8016154766082764,2.906298875808716,2.912238836288452,2.842921018600464,2.838345766067505,2.8228747844696045,2.828563690185547,2.8673250675201416,2.86997127532959,2.8502445220947266,2.7967424392700195,2.7908642292022705,2.798015832901001,2.838346242904663,2.8429672718048096,2.84163761138916,2.7655467987060547,2.7975008487701416,2.8652076721191406,2.8161468505859375,2.821255683898926,2.8508074283599854,2.801147699356079,2.917661666870117,2.8987836837768555,2.8522961139678955,2.817575454711914,2.864604949951172,2.8656463623046875,2.844715118408203,2.891090154647827,2.878296136856079,2.8766515254974365,2.8487846851348877,2.8168716430664062,2.845479726791382,2.832103729248047,2.8298237323760986,2.8072240352630615,2.8183746337890625,2.789390802383423,2.8488080501556396,2.838153839111328,2.774683713912964,2.775398015975952,2.8279006481170654,2.8262317180633545
516,2.7441091537475586,2.7052271366119385,2.7121036052703857,2.7637624740600586,2.781658172607422,2.7303237915039062,2.6748569011688232,2.7036561965942383,2.7513444423675537,2.7668001651763916,2.7341206073760986,2.695291519165039,2.740215301513672,2.667058229446411,2.70699405670166,2.72485089302063,2.7165720462799072,2.724011182785034,2.7114250659942627,2.7298033237457275,2.733179807662964,2.6766512393951416,2.720991849899292,2.649627923965454,2.6871087551116943,2.7165286540985107,2.690980911254883,2.687541961669922,2.6721057891845703,2.750786781311035,2.6815717220306396,2.7437241077423096,2.7399189472198486,2.680506706237793,2.6940672397613525,2.696547746658325,2.689385175704956,2.650944471359253,2.685803174972534,2.692680597305298,2.689666986465454,2.6936328411102295,2.7213268280029297,2.64967679977417,2.670823812484741,2.7171027660369873,2.703857421875,2.6259946823120117,2.6801364421844482,2.7288334369659424,2.7739365100860596,2.7828376293182373,2.714716911315918,2.701178789138794,2.701810121536255,2.6881980895996094,2.7414863109588623,2.736910104751587,2.739570379257202,2.696589231491089,2.6551716327667236,2.670637845993042,2.752023696899414,2.7412068843841553,2.740692377090454,2.656320333480835,2.678407907485962,2.769855499267578,2.690507650375366,2.69256329536438,2.721967935562134,2.6710376739501953,2.79906964302063,2.7621335983276367,2.7363948822021484,2.684476852416992,2.7529067993164062,2.734935760498047,2.7356860637664795,2.7614357471466064,2.7742881774902344,2.7604668140411377,2.718031167984009,2.7141191959381104,2.714418411254883,2.698023557662964,2.716442823410034,2.686601400375366,2.691176652908325,2.6564102172851562,2.743138313293457,2.7272050380706787,2.661642551422119,2.6440908908843994,2.7136337757110596,2.6943318843841553
518,2.630413055419922,2.591585159301758,2.6087639331817627,2.6358442306518555,2.6625773906707764,2.636387586593628,2.55210280418396,2.599780797958374,2.6336982250213623,2.6639316082000732,2.5910444259643555,2.5953776836395264,2.611656427383423,2.562563180923462,2.604962110519409,2.6258304119110107,2.593971014022827,2.607781171798706,2.6201589107513428,2.6302499771118164,2.6189112663269043,2.57206654548645,2.6127984523773193,2.5432090759277344,2.5572080612182617,2.6163389682769775,2.5731289386749268,2.586968421936035,2.559443712234497,2.622134208679199,2.5613927841186523,2.619192361831665,2.6344668865203857,2.5772206783294678,2.5783803462982178,2.59049916267395,2.603001832962036,2.5496034622192383,2.589203119277954,2.582993268966675,2.585031747817993,2.5907938480377197,2.6217434406280518,2.539802312850952,2.574204206466675,2.6063201427459717,2.607201099395752,2.5376815795898438,2.570554494857788,2.6391255855560303,2.6514976024627686,2.6562252044677734,2.6152734756469727,2.5844480991363525,2.5930299758911133,2.5630788803100586,2.615252733230591,2.6020700931549072,2.6334846019744873,2.608062982559204,2.5444753170013428,2.570849895477295,2.6670780181884766,2.6481590270996094,2.633148193359375,2.5510969161987305,2.5753259658813477,2.663048028945923,2.5778262615203857,2.5774478912353516,2.593611478805542,2.5627658367156982,2.669907569885254,2.6363441944122314,2.629387140274048,2.575394630432129,2.6462132930755615,2.618781328201294,2.638397455215454,2.6460187435150146,2.6826465129852295,2.6627378463745117,2.612199068069458,2.618211030960083,2.597581624984741,2.5877649784088135,2.614511013031006,2.5786044597625732,2.5832812786102295,2.54880690574646,2.632272720336914,2.6172282695770264,2.5712051391601562,2.5464084148406982,2.611154794692993,2.5731418132781982
